number,title,state,created_at,updated_at,closed_at,body,labels,assignees,milestone,comments
1222,How to associate user replies with messages,open,2023-05-18 19:58:16,2023-07-03 12:58:37,,"For example:
Bot: Please enter your recharge amount?
user: 20
But I got this 20. It's just an ordinary piece of news. It's not related to what the robot said",[],[],,3
1221, o.t.t.u.DefaultBotSession$ReaderThread   : Error getting updates: [409] Conflict: terminated by other getUpdates request; make sure that only one bot instance is running,closed,2023-05-14 06:22:50,2023-05-14 06:51:25,2023-05-14 06:51:25,"Hy everyone.
I have this error when I use a Telegram bot extending from LongPollingTelegram.
I am sure that i have only one instance of my bot in work.
My bot is written in SpringBoot version 2.6.4, java version 1.8.0_271, which is deployed on tomcat version 9.0.56 under linux.
I used the following dependencies for the Telegram bot :
`       <dependency>
		<groupId>org.telegram</groupId>
		<artifactId>telegrambots-spring-boot-starter</artifactId>
		<version>5.6.0</version>
	</dependency>
	<dependency>
		<groupId>org.telegram</groupId>
		<artifactId>telegrambots</artifactId>
		<version>5.6.0</version>
	</dependency>`

I use the following code to initialize my bot :

 `@EventListener({ContextRefreshedEvent.class}) 
  public void init() throws TelegramApiException{
         consoleLogger.info(""Start initializer MediaBot ."");
         TelegramBotsApi telegramBotsApi = new TelegramBotsApi(DefaultBotSession.class);
         try{ 
                BotSession session = telegramBotsApi.registerBot(bot);
                bot.setSession(session);
          } catch (TelegramApiException e) { 
                consoleLogger.error(""Error occurred: "" + e.getMessage());
          }
 }`

And my bean of bot has the following PreDestroy method to close and release all resources:

` @PreDestroy 
  public void preDestroy(){
          consoleLogger.info(""Stop bots session .""); 
          this.onClosing(); 
          this.getSession().stop(); 
          consoleLogger.error(""Bot session was stopped .""); 
 }`

But when I deploy my bot from tomcat, I get the following error : 

> [gram Connection] o.t.t.u.DefaultBotSession$ReaderThread   : Error getting updates: [409] Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
org.telegram.telegrambots.meta.exceptions.TelegramApiRequestException: Error getting updates: [409] Conflict: terminated by other getUpdates request; make sure that only one bot instance is running
	at org.telegram.telegrambots.meta.api.methods.updates.GetUpdates.deserializeResponse(GetUpdates.java:93) ~[telegrambots-meta-5.6.0.jar:?]
	at org.telegram.telegrambots.updatesreceivers.DefaultBotSession$ReaderThread.getUpdatesFromServer(DefaultBotSession.java:260) ~[telegrambots-5.6.0.jar:?]
	at org.telegram.telegrambots.updatesreceivers.DefaultBotSession$ReaderThread.run(DefaultBotSession.java:189) [telegrambots-5.6.0.jar:?]

And this error repeats every second.
BUT the most interesting thing is that my bot still partially works after undeploying.
So, what am I doing wrong? I can't figure it out.
The support of Telegram is not answer for my email.",[],[],,2
1220,Update Getting-Started.md,open,2023-05-12 19:02:21,2023-05-12 19:02:21,,Update Getting-Started.md to show the use of Constructor to pass bot-token instead of using the deprecated getBotToken() method.,[],[],,0
1219,/wiki/Getting-Started needs to be updated,open,2023-05-12 18:52:07,2023-05-12 19:16:04,,"[/wiki/Getting-Started](https://github.com/rubenlagus/TelegramBots/wiki/Getting-Started) needs to be Updated to call the constructor to pass the token instead of calling getBotToken() since it's deprecated.

Here are the changes:
```
	public MyAmazingBot() {
		super(""Your Token"");
	}
```

![Issue image](https://github.com/rubenlagus/TelegramBotsExample/assets/38118279/26b2299f-ddee-441f-85f9-4e8b9fe6c64d)",[],[],,1
1218,Yes,closed,2023-05-11 09:02:49,2023-05-30 01:38:37,2023-05-30 01:38:37,"**Describe the bug**
A clear and concise description of what the bug is.

**To Reproduce**
Steps to reproduce the behavior:
1. Go to '...'
2. Click on '....'
3. Scroll down to '....'
4. See error

**Expected behavior**
A clear and concise description of what you expected to happen.

**Screenshots**
If applicable, add screenshots to help explain your problem.

**Desktop (please complete the following information):**
 - OS: [e.g. iOS]
 - Browser [e.g. chrome, safari]
 - Version [e.g. 22]

**Smartphone (please complete the following information):**
 - Device: [e.g. iPhone6]
 - OS: [e.g. iOS8.1]
 - Browser [e.g. stock browser, safari]
 - Version [e.g. 22]

**Additional context**
Add any other context about the problem here.",[],[],,1
1217,TelegramLongPollingCommandBot: pass token into constructor,closed,2023-05-04 14:54:37,2023-06-05 03:48:56,2023-06-05 03:48:56,"Deprecated old constructor (without botToken in parameters), added constructors where botToken can be passed.",[],[],,0
1215,Request Entity Too Large,closed,2023-05-03 13:12:35,2023-05-25 17:16:08,2023-05-25 00:38:58,"I sent a video with a size of 3285932 bytes, and an error occurred. The request body is too large. How can I solve it?",[],[],,3
1214,Create Bits,closed,2023-05-02 08:51:55,2023-08-19 13:32:11,2023-08-19 13:32:11,,[],[],,0
1213,Return default constructors and botToken for DefaultAbsSender,closed,2023-04-21 07:15:46,2023-06-13 12:07:48,2023-06-13 12:07:48,"Issue #1167 initiated and deprecated the default constructors (no arguments) and method getBotToken() for DefaultAbsSender.
@Chase22, when he initiated the change, most likely did not think that, in addition to SpringBoot, this library can be used in an EJB environment in which default constructors are needed to work when using the @EJB annotation.
If the default constructors are permanently removed, then a sufficient array of applications that use EJB along with your library, but do not advertise it from all angles (as those who write in Spring do), can no longer use this library, but rewrite under Spring is quite expensive and will take much more time.",[],[],,0
1212,Upload documents progress bar / status code,open,2023-04-16 20:11:34,2023-04-16 20:11:34,,"# Upload documents progress bar / status code
## The issue
Hi everybody, I was building my Telegram Bot when I faced in the following problem.
I was using local Telegram API Server because I needed to upload large file, the upload seems to work fine, but the large size of the file and obviously the amount of time needed to upload it, all this made the request (sendDocument method) return an exception due to idleTimeout (Sockets wait too much for file fully upload).

## How know I manage it
So now the only way for me to see if the file has been uploaded, it is to just wait the file appear in the chat.

## How I would be able to manage it
I would like to have some sort of progress bar or callback query with the percentage of file sent, or it could be just fine a response from the server when a file has been uploaded.

### Thanks
If anyone know how to help me I would be really thankfully,
",[],[],,0
1211,Change replies order logic,closed,2023-04-12 22:32:36,2023-05-27 16:12:56,2023-05-27 16:12:56,"Hi!

Current version **telegrambots-abilities** doesn't support consistent dialogue with user.

If we create reply chain logic in ReplyFlow, every next reply will lie in List after parent reply.
It's logical, of course, but let's look at an example:

Let's say we have 3-state-reply-chain chat with user which will be built, for example, like this:

```
ReplyFlow.builder(dbContext)
                 .action((bot, update) -> bot.silent().send(""Hi!"", getChatId(update)))
                 .onlyIf(hasMessageWith(""Hi""))
                 .next(ReplyFlow.builder(dbContext)
                                .action((bot, update) -> bot.silent().send(""How are you?"", getChatId(update)))
                                .next(ReplyFlow.builder(dbContext)
                                               .action((bot, update) -> bot.silent().send(""Wow"", getChatId(update)))
                                               .build())
                                .build())
                 .build();
```

In this example only one hand added condition for first state.
ReplyFlow also will add ID state check:

```
// From current version ReplyFlow:126
statefulConditions.add(0, upd -> {
        Long chatId = AbilityUtils.getChatId(upd);
        int stateId = db.<Long, Integer>getMap(STATES).getOrDefault(chatId, -1);
        return id == stateId;
      });
```

But if we enter the first state, bot won't wait user answer and send all messages from ReplyFlow chain.

i.e the dialogue will look like (U - User, B - Bot):
**U**: Hi, bot!
**B**: Hi!
**B**: How are you?
**B**: Wow

In common case if we don't have any rules for inner ReplyFlow's for various reasons, we will jump between states after one user message.
And the reason is that next reply lies after parent reply in common replies List in ```BaseAbilityBot```.",[],[],,0
1208,"when user sends a group of photos to bot,how can bot get all the information of  photos?now i can only get the first photo`s info",open,2023-04-02 06:52:09,2023-04-02 13:37:07,,"            List<PhotoSize> photo = message.getPhoto();
            String fileId = photo.get(0).getFileId();
            String caption = message.getCaption();",[],[],,0
